武林大会总决赛翠烟冠军	37	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛丐帮冠军	38	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛天忍冠军	39	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛武当冠军	40	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛昆仑冠军	41	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛少林亚军	42	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛天王亚军	43	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛唐门亚军	44	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛五毒亚军	45	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛峨嵋亚军	46	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛翠烟亚军	47	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛丐帮亚军	48	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛天忍亚军	49	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛武当亚军	50	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛昆仑亚军	51	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛少林季军	52	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛天王季军	53	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛唐门季军	54	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛五毒季军	55	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛峨嵋季军	56	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛翠烟季军	57	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛丐帮季军	58	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛天忍季军	59	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛武当季军	60	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛昆仑季军	61	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛双人赛冠军	62	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛双人赛亚军	63	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛双人赛季军	64	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛五行团队赛冠军	65	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛五行团队赛亚军	66	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛五行团队赛季军	67	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛十全团队赛冠军	68	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛十全团队赛亚军	69	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛十全团队赛季军	70	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛十六人团队赛冠军	71	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛十六人团队赛亚军	72	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛十六人团队赛季军	73	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛区服团队赛冠军	74	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛区服团队赛亚军	75	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林大会总决赛区服团队赛季军	76	83	0	0	0	0	0	0	0	0	0	0	0	0	0
青龙武士	77	96	0	0	0	0	0	0	0	0	0	0	0	0	0
青龙剑煞	78	97	0	0	0	0	0	0	0	0	0	0	0	0	0
青龙武绝	79	98	0	0	0	0	0	0	0	0	0	0	0	0	0
龙神之剑	80	99	0	0	0	0	0	0	0	0	0	0	0	0	0
武林联赛冠军	81	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林联赛亚军	82	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林联赛季军	83	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林联赛殿军	84	82	0	0	0	0	0	0	0	0	0	0	0	0	0
武林新秀联赛冠军	85	84	0	0	0	0	0	0	0	0	0	0	0	0	0
武林新秀联赛亚军	86	81	0	0	0	0	0	0	0	0	0	0	0	0	0
武林新秀联赛季军	87	83	0	0	0	0	0	0	0	0	0	0	0	0	0
武林新秀联赛殿军	88	82	0	0	0	0	0	0	0	0	0	0	0	0	0
宋军士兵	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宋军校尉	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宋军统领	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宋军副将	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宋军大将	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金军士兵	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金军校尉	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金军统领	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金军副将	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金军大将	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会选手	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
士兵	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
校尉	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
统领	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
副将	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大将	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
武林第一帮帮主	105	107	0	0	0	990	2	991	10	976	2	977	10	0	0
武林第一帮帮众	106	108	0	0	0	990	2	991	10	976	2	977	10	0	0
第二届武林大会少林冠军	107	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会天王冠军	108	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会唐门冠军	109	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会五毒冠军	110	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会峨嵋冠军	111	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会翠烟冠军	112	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会丐帮冠军	113	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会天忍冠军	114	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会武当冠军	115	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会昆仑冠军	116	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会少林亚军	117	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会天王亚军	118	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会唐门亚军	119	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会五毒亚军	120	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会峨嵋亚军	121	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会翠烟亚军	122	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会丐帮亚军	123	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会天忍亚军	124	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会武当亚军	125	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会昆仑亚军	126	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会少林季军	127	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会天王季军	128	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会唐门季军	129	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会五毒季军	130	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会峨嵋季军	131	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会翠烟季军	132	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会丐帮季军	133	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会天忍季军	134	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会武当季军	135	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会昆仑季军	136	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会双人赛冠军	137	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会双人赛亚军	138	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会双人赛季军	139	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会五行团队赛冠军	140	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会五行团队赛亚军	141	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会五行团队赛季军	142	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会十全团队赛冠军	143	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会十全团队赛亚军	144	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会十全团队赛季军	145	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会三人赛冠军	146	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会三人赛亚军	147	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会三人赛季军	148	83	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会区服团队赛冠军	149	84	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会区服团队赛亚军	150	81	0	0	0	0	0	0	0	0	0	0	0	0	0
第二届武林大会区服团队赛季军	151	83	0	0	0	0	0	0	0	0	0	0	0	0	0
剑侠情缘十大高手	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
凤翔城太守	153	107	0	0	0	0	0	0	0	0	0	0	0	0	0
成都城太守	154	107	0	0	0	0	0	0	0	0	0	0	0	0	0
大理城太守	107	0	0	0	0	0	0	0	0	0	0	0	0	0	
汴京城太守	156	85	642	0	0	0	0	0	0	0	0	0	0	0	0
襄阳城太守	157	107	0	0	0	0	0	0	0	0	0	0	0	0	0
扬州城太守	158	107	0	0	0	0	0	0	0	0	0	0	0	0	0
临安城太守	159	85	636	0	0	0	0	0	0	0	0	0	0	0	0
梦龙之无影神拳	160	135	0	0	0	0	0	0	0	0	0	0	0	0	0
伏魔之护国神兵	161	135	0	0	0	0	0	0	0	0	0	0	0	0	0
四空之金刀护法	162	135	0	0	0	0	0	0	0	0	0	0	0	0	0
继业之金枪报国	163	135	0	0	0	0	0	0	0	0	0	0	0	0	0
撼天之济世神锤	164	135	0	0	0	0	0	0	0	0	0	0	0	0	0
御龙之狂刀霸客	165	135	0	0	0	0	0	0	0	0	0	0	0	0	0
无魇之青灯红颜	166	135	0	0	0	0	0	0	0	0	0	0	0	0	0
无间之剑斩情丝	167	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
栖凰之凤舞九天	168	135	0	0	0	0	0	0	0	0	0	0	0	0	0
碧海之绝世倾城	169	135	0	0	0	0	0	0	0	0	0	0	0	0	0
幽胧之毒步武林	170	135	0	0	0	0	0	0	0	0	0	0	0	0	0
冥幻之横刀夺命	171	135	0	0	0	0	0	0	0	0	0	0	0	0	0
冰寒之仁义无双	172	135	0	0	0	0	0	0	0	0	0	0	0	0	0
天光之万花夺魂	173	135	0	0	0	0	0	0	0	0	0	0	0	0	0
森荒之千里绝杀	174	135	0	0	0	0	0	0	0	0	0	0	0	0	0
同仇之龙降四海	175	135	0	0	0	0	0	0	0	0	0	0	0	0	0
敌忾之棍扫不平	176	135	0	0	0	0	0	0	0	0	0	0	0	0	0
魔煞之天炎战火	177	135	0	0	0	0	0	0	0	0	0	0	0	0	0
魔嗜之赤日迷情	178	135	0	0	0	0	0	0	0	0	0	0	0	0	0
凌岳之气贯长空	179	135	0	0	0	0	0	0	0	0	0	0	0	0	0
及丰之道骨仙风	180	135	0	0	0	0	0	0	0	0	0	0	0	0	0
霜晶之风啸雪舞	181	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
雷穹之灭魔神雷	182	135	0	0	0	0	0	0	0	0	0	0	0	0	0
昭武校尉	183	0	0	0	0	830	2	0	0	0	0	0	0	0	0
羽林中郎将	184	0	0	0	0	831	4	0	0	0	0	0	0	0	0
骠骑大将军	185	0	0	0	0	832	6	0	0	0	0	0	0	0	0
安邦大将军	186	0	0	0	0	833	8	0	0	0	0	0	0	0	0
定国元帅	187	0	0	0	0	834	10	0	0	0	0	0	0	0	0
武林盟主	145	0	0	0	0	0	0	0	0	0	0	0	0	0	
VN天下第一帮	189	145	0	0	0	0	0	0	0	0	0	0	0	0	0
2008剑网之夏风云人物	190	151	0	0	0	0	0	0	0	0	0	0	0	0	0
剑侠情缘十大猛将	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
剑侠情缘十大高手	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008剑网之夏区服团队赛冠军	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008剑网之夏区服团队赛亚军	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008剑网之夏区服团队赛季军	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宋军督军	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金军督军	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
超级第一帮	198	157	0	0	0	976	3	977	20	990	3	0	0	0	0
高级第一帮	199	158	0	0	0	976	3	990	3	0	0	0	0	0	0
武林联赛冠军(加血跑)	200	84	0	0	0	976	5	977	20	0	0	0	0	0	0
武林联赛亚军(加血跑)	201	81	0	0	0	976	4	977	10	0	0	0	0	0	0
武林联赛季军(加血跑)	202	83	0	0	0	976	3	977	10	0	0	0	0	0	0
武林联赛殿军(加血跑)	203	82	0	0	0	976	2	977	10	0	0	0	0	0	0
武林联赛冠军（加血抗）	204	84	0	0	0	976	5	978	5	0	0	0	0	0	0
武林联赛亚军2（加血抗）	205	81	0	0	0	976	4	978	3	0	0	0	0	0	0
武林联赛季军2（加血抗）	206	83	0	0	0	976	3	978	3	0	0	0	0	0	0
武林联赛殿军2（加血抗）	207	82	0	0	0	976	2	978	3	0	0	0	0	0	0
武林高手	208	145	0	0	0	830	2	0	0	0	0	0	0	0	0
武林豪杰	209	162	0	0	0	830	3	0	0	0	0	0	0	0	0
武林至尊	210	163	0	0	0	830	4	0	0	0	0	0	0	0	0
天下无双	211	164	0	0	0	830	5	0	0	0	0	0	0	0	0
才高八斗	212	165	0	0	0	0	0	0	0	0	0	0	0	0	0
剑网第一才子	213	165	0	0	0	0	0	0	0	0	0	0	0	0	0
剑网第一才女	214	165	0	0	0	0	0	0	0	0	0	0	0	0	0
无所不知	215	165	0	0	0	0	0	0	0	0	0	0	0	0	0
状元郎	216	165	0	0	0	0	0	0	0	0	0	0	0	0	0
学富五车	217	165	0	0	0	0	0	0	0	0	0	0	0	0	0
江湖侠士	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
江湖前辈	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
江湖老手	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
江湖元老	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
飞虎猛将	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
冠军城主	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
书香墨影傲群侠	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2010官网征文奖励
乱世豪侠千杯饮	225	145	0	0	0	0	0	0	0	0	0	0	0	0	0	2011年VIP光环
侠骨丹心耀九州	226	162	0	0	0	0	0	0	0	0	0	0	0	0	0	2011年VIP光环
傲世剑诀震苍穹	227	163	0	0	0	0	0	0	0	0	0	0	0	0	0	2011年VIP光环
天下英雄莫能当	228	164	0	0	0	0	0	0	0	0	0	0	0	0	0	2011年VIP光环
十大帮会	229	149	0	0	0	0	0	0	0	0	0	0	0	0	0	
首届中越对抗赛总冠军	230	170	0	0	0	0	0	0	0	0	0	0	0	0	0	
首届金山论剑英雄聚首	231	171	0	0	0	0	0	0	0	0	0	0	0	0	0	首届金山论剑
江湖高手	232	172	0	0	0	1200	2	0	0	0	0	0	0	0	0	2012年VIP光环1
武林豪杰	233	173	0	0	0	1200	3	0	0	0	0	0	0	0	0	2012年VIP光环2
剑侠至尊	234	174	0	0	0	1200	4	0	0	0	0	0	0	0	0	2012年VIP光环3
独步天下	235	175	0	0	0	1200	5	0	0	0	0	0	0	0	0	2012年VIP光环4
龙争虎斗	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
独孤求败	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	竞技场头衔
武林至尊	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	竞技场头衔
一代宗师	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	竞技场头衔
绝世高手	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	竞技场头衔
名满江湖	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	竞技场头衔
侠名远播	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	竞技场头衔
武林新秀	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	竞技场头衔
初入江湖	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	竞技场头衔
入门弟子	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	竞技场头衔
武林盟主	3000	162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC
十大高手new	3001	162	0	0	0	976	6	977	20	990	6	0	0	0	0	2011VLMC
第一主帅	246	0	0	0	0	1205	4	0	0	0	0	0	0	0	0	第一主帅称号
十大高手new	3002	165	0	0	0	976	2	990	2	0	0	0	0	0	0	2011VLMC
第一主帅	3003	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	第一主帅称号
