ID	STRING
10087	钱庄老板：好啊好啊，我这里的红包富丽臃荣，礼重情更重，最是送礼上品，小红包10000两，大红包100000两，不知客倌您要哪种？
10088	钱庄老板：小红包壹个，您收好了！
10089	钱庄老板：您的钱好象不太够啊。
10090	钱庄老板：大红包壹个，您收好了！
10091	钱庄老板：您的钱好象不太够啊。
10092	驿官：现在暂时没有信件需要你帮忙的，过一段时间再来看看吧。
10093	驿官：现在暂时没有信件需要你帮忙的，过一段时间再来看看吧。
10094	驿官：如今战事频频，公文繁多，驿站里送信的人手不够，你愿意帮忙送信吗？每次送信都是有酬银的。
10095	驿官：你把那么重要的公函弄丢了？这下可麻烦了。要么，交2000两银子我帮你把这事遮掩过去吧。
10096	驿官：你把那么重要的公函弄丢了？这下可麻烦了。要么，交2000两银子我帮你把这事遮掩过去吧。
10097	驿官：这是紧急公文，麻烦你快一点送去。
10098	驿官：这次就这样算了，以后你可要小心了啊！
10099	驿官：连2000两都没有？你怎么这么穷啊。有了钱再来找我吧！
10100	张铁嘴：这位少侠气宇不凡，想不想知道少侠您的锦绣前程？只要500两银子。
10101	张铁嘴：这位姑娘貌美如花，想不想看看自己的美好未来呢？只要500两银子。
10102	张铁嘴：又是一个没钱的，白费了半天口水。
10103	张铁嘴：自古英杰多苦难，现在你正受厄灵之困，致使你的江湖声望出现了错误。请去找天神赐福吧。
10104	牢头：探望好了没有，快点走！
10105	牢头：喂！你是怎么混进天牢重地来的？有什么话去找GM解释吧！
10106	牢头：你！收拾好行李，你已经可以出狱了！
10107	玩家：多谢大哥，那么我就走了。
10108	牢头：罪孽未清之犯人，不得随意走动！
10109	玩家：这位大哥，我只是想问一下现在是什么时辰了。
10110	牢头：问什么问！讨打是不是，还不快回去坐好！
10111	牢头：看你那寒酸样，能有那么多银子吗？
10112	牢头：唉，人道是律法无情人有情，既然你病得这么重，那就先去看看医生吧。记住你这只是保外就医，身上罪孽未清的，出去千万不要再犯什么事儿了啊！
10113	牢头：穷鬼，滚开！信不信我拿大鞭子抽你啊！
10114	衙役：国有国法，家有家规，双手沾满血腥之人逃到天涯海角也不可能逃脱律法的制裁！
10115	玩家：日前我曾经不小心误伤他人，特来自首。
10116	衙役：本府经过调查认为你那属于正常防卫，只要下次小心一些，不必太过自责。你去吧。
10117	现在你肩负着许多任务尚未完成，怎么可以随便浪费时间，把自己有用之身送入大牢这样的地方？
10118	衙役：象你这样血债累累的惯犯还想自首赎罪？哼哼，等着被人追杀吧！
10119	衙役：走开走开，那里面都是要犯，探什么探，是不是同党啊！
10120	衙役：你说什么？你的朋友在牢里生病了？既然这样，那你去探望一下也算是人之常情吧。记住不要做什么偷偷摸摸的勾当啊。
10121	衙役：快走开！是不是一定要我把你当凶犯同党抓进去才高兴！
10122	苏三娘：客官想要做些什么？
10123	苏三娘：幸运粽子是我用了三年时间才做出来的一个新的粽子品种，吃过了可以增加30点的幸运值。不过目前还有小小缺陷，只能在吃粽子的地方发挥作用，有兴趣的朋友可以来试一下。
10124	苏三娘：屈原是战国楚国的大臣。他举贤授能，但遇到贵族反对，被流放沅湘流域。他在流放中，写下《离骚》等诗篇。后楚京被破，屈原心系祖国，在五月初五这天写下绝笔《怀沙》后，抱石投汨罗江身死。
10125	苏三娘：屈原死后，百姓哀痛异常，纷纷涌到汨罗江边去凭吊屈原。大家拿出为屈原准备的饭团等食物丢进江里，让鱼龙虾蟹吃饱了，就不会去咬屈原的身体了。因为怕饭团为蛟龙所食，人们想出用楝树叶包饭，外缠彩丝，做成粽子。
10126	苏三娘：以后，在每年的五月初五，就有了龙舟竞渡、吃粽子的风俗，以此来纪念屈原大夫。这就是端午节的来历。
10127	苏三娘：你不能领取幸运糯米！
10128	苏三娘：你要领取多少个幸运糯米？
10129	苏三娘：你不能领取这么多幸运糯米！
10130	苏三娘：你不能领取幸运糯米！
10131	苏三娘：客官，做一个粽子要2000两银子，不知你要做什么粽子？
10132	苏三娘：客官，做一个粽子要2000两银子，你的钱好像不够，是不是忘带在身上呢
10133	苏三娘：做好了，你看看，保你满意。
10134	苏三娘：做幸运粽子需要红枣、板栗、稻米、猪肉、粽叶、牛肉各一份和<color=red>一个幸运糯米<color>，你的材料好像不够啊？
10135	苏三娘：做好了，你看看，保你满意。
10136	苏三娘：做红枣粽子需要红枣、稻米和粽叶各两份，你的材料好像不够啊？
10137	苏三娘：做好了，你看看，保你满意。
10138	苏三娘：做板栗粽子需要板栗、稻米和粽叶各两份，你的材料好像不够啊？
10139	苏三娘：做好了，你看看，保你满意。
10140	苏三娘：做猪肉粽子需要板栗、猪肉、稻米和粽叶各两份，你的材料好像不够啊？
10141	苏三娘：做好了，你看看，保你满意。
10142	苏三娘：做牛肉粽子需要牛肉、红枣、稻米和粽叶各两份,你的材料好像不够啊？
10143	苏三娘：不瞒客官说，做什锦粽子是祖传下来的秘方，我也没有多大把握，做好了是你运气，做不好糟蹋了材料你也别怨我，成不成？
10144	苏三娘：做好了，你看看，保你满意。
10145	苏三娘：不好意思，真的做坏了。
10146	苏三娘：做什锦粽子需要红枣、板栗、稻米、猪肉、牛肉和粽叶各两份，你的材料好像不够啊？
10147	苏三娘：我祖上就是为皇宫做贡品御粽的，做出来的粽子都是人间仙味，只是这手艺到我这代失传得差不多了，如果你肯的话，我可以把你手中的什锦粽子调制成传说中的贡品御粽，只收你1000银子。不知你要加工什么粽子呢？
10148	苏三娘：客官，加工一个粽子要1000两银子，你的钱好像不够，还是下次再来吧。
10149	请稍等片刻。
10150	苏三娘：祖传的手艺果然没错，真让我做出来蜜饯什锦粽子了！
10151	苏三娘：失败了，这么好的粽子本来就不是容易做出来的，只能还给你这个什锦粽子了。
10152	苏三娘：做蜜饯什锦粽子需要一份什锦粽子和任意一份粽子材料，你的材料好像不够啊？
10153	请稍等片刻。
10154	苏三娘：祖传的手艺果然没错，真让我做出来八宝什锦粽子了！
10155	苏三娘：失败了，这么好的粽子本来就不是容易做出来的，只能还给你这个什锦粽子了。
10156	苏三娘：做八宝什锦粽子需要一份蜜饯什锦粽子和任意一份粽子材料，你的材料好像不够啊？
10157	请稍等片刻。
10158	苏三娘：祖传的手艺果然没错，真让我做出来百果什锦粽子了！
10159	苏三娘：失败了，这么好的粽子本来就不是容易做出来的，只能还给你这个什锦粽子了。
10160	苏三娘：做百果什锦粽子需要一份八宝什锦粽子和任意一份粽子材料，你的材料好像不够啊？
10161	请稍等片刻。
10162	苏三娘：祖传的手艺果然没错，真让我做出来水晶什锦粽子了！
10163	苏三娘：失败了，这么好的粽子本来就不是容易做出来的，只能还给你这个什锦粽子了。
10164	苏三娘：做水晶什锦粽子需要一份百果什锦粽子和任意一份粽子材料，你的材料好像不够啊？
10165	请稍等片刻。
10166	苏三娘：这是传说中的屈原什锦粽子呀，我终于实现了祖上的梦想把它做出来了！
10167	苏三娘：失败了，这么好的粽子本来就不是容易做出来的，只能还给你这个什锦粽子了。
10168	苏三娘：做屈原什锦粽子需要一份水晶什锦粽子和任意一份粽子材料，你的材料好像不够啊？
10169	苏三娘：屈原秘方是我祖上留下来的书籍，里面记载了加工什锦粽子的不二法门，可惜被我失落在城门外了，你们或许可以去找找看，应该会有收获的。
10170	翠烟花使：妹妹又偷偷溜出来玩了？
10171	翠烟花使：如花般的女子，偏要日日面对青灯古佛。我最不喜欢你们就是这一点。
10172	翠烟花使：贵我两派联姻在即，不必再分彼此，实乃天大喜事。
10173	翠烟花使：我最讨厌偷偷下毒害人的下三滥！啊，抱歉，我不是说你啊。
10174	翠烟花使：你们帮中杨湖有负我家何姐姐，哼，天下男人果然没一个好东西！
10175	翠烟花使：我是不想当着和尚骂秃驴啦，不过大和尚你没事找我搭讪干什么？
10176	翠烟花使：贵派以侠义自居，却不知单思南总是象赖皮狗一般粘着我们嫣师姐是哪门子侠义？
10177	翠烟花使：久仰昆仑派迅速堀起风头强劲，原来贵派同门练功是真刀真枪性命相博，当真难能可贵，小女子自叹弗如呀！
10178	翠烟花使：谁做皇帝是不关我的事，但你们残杀无辜荼毒生灵本姑娘就是瞧不顺眼！
10179	翠烟花使：大侠！不要过来！！
10180	翠烟花使：啊！！！跳蚤！！！！
10181	翠烟花使：哎哟，这位自学苦练的无门大侠，小女子此厢有礼了。
10182	翠烟花使：如花般的女子，偏要日日面对青灯古佛，何必呢。哪象我们翠烟门下，天天欢声笑语，那才是我们真正应该拥有的日子呀。
10183	翠烟花使：你已经在师妹那里接了入门任务，但是尚未完成，你通过花魁阵的考验之后就是同门姐妹了。
10184	翠烟花使：姐姐为什么要出师嘛，“含翠凝烟笑牡丹”不是更逍遥自在吗？
10185	翠烟花使：我们翠烟门虽然全为女子，但本门武功以“轻、快、奇、美”而名动江湖，姐妹齐心，江湖中也无人敢小瞧咱们。
10186	翠烟花使：很简单，你只要去向贵派清晓师太请求转到翠烟门来，然后再向本门尹含烟掌门禀报就可以了。放心，清晓师太通情达理，不会难为你的。
10187	翠烟花使：又一位好姐妹要去长伴木鱼青灯，真是可惜可叹！
10188	翠烟花使：妹妹想不想加入我们翠烟门？
10189	翠烟花使：你先把根基打一打，到了<color=Red>十级<color>我们一起做好姐妹吧。
10190	峨嵋锦衣尼：你的五行属性不是我们水系，怎么会混到本门来的？先去问一下游戏管理员吧。
10191	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你现在可以去接出师任务。
10192	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你已经完成了40级任务。
10193	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你已经完成了30级任务。
10194	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你已经完成了20级任务。
10195	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你已经完成了10级任务。
10196	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你现在可以去接10级任务。
10197	翠烟花使：妹妹又偷偷溜出来玩了？
10198	峨嵋锦衣尼：小师妹，又下山来玩？这次要我送你回山吗？
10199	峨嵋锦衣尼：不好意思，因为有些人的任务状态不正确，我们正在重新为门下弟子进行检查。你要检查你的任务状态吗？如果你认为你的状态是正确的就不必检查了。
10200	峨嵋锦衣尼：贵派偏处云南，与本派从无来往，不知有何指教？
10201	峨嵋锦衣尼：你是蜀南唐门的人吗？本门乃是名门正派，从不与旁门左道之人交往。
10202	峨嵋锦衣尼：武林的邪魔歪道，人人得而诛之！
10203	峨嵋锦衣尼：贵帮帮主杨瑛乃是一位女中豪杰，贫尼素来仰慕，可惜一直缘悭一面。
10204	峨嵋锦衣尼：阿弥陀佛！原来是少林派的师兄，不知玄因大师近来是否康健？
10205	峨嵋锦衣尼：武当侠义，名满天下，贵派道一真人和本派掌门交情不浅，咱们两派可称得上是同气连枝啊！
10206	峨嵋锦衣尼：敝派与贵派素无往来，不知有何指教？
10207	峨嵋锦衣尼：贵教一直居心叵测，依附金国，对我大宋江山图谋不轨，我们正派武林与你们誓不两立！
10208	峨嵋锦衣尼：贵帮人多势大，豪气冲天，本派很愿意结交你们这些朋友！
10209	峨嵋锦衣尼：自学苦练，冲着这份毅力，贫尼此厢有礼了。
10210	峨嵋锦衣尼：你已经在峨眉山叶冰痕师姐处接了本派的入门任务，但是尚未完成，你必须先通过茶琴书的考验，然后再闯钻天坡得到白玉如意。
10211	峨嵋锦衣尼：原来是师姐，不知近来可好？
10212	峨嵋锦衣尼：天下女子所创的门派中，以本派为第一。本派弟子均为女子，不仅武功高强，而且多才多艺，琴棋书画无所不精。有人说江湖是男人的世界，但是本派却能够与少林武当鼎立，因此武林中人无不敬本门弟子三分。
10213	峨嵋锦衣尼：这位妹妹原来是想入翠烟门，人各有志，我也不便勉强了。
10214	峨嵋锦衣尼：加入我们峨嵋派，大家都是好姊妹，相亲相爱，处处以本派利益为重，共同将本派发扬光大。
10215	峨嵋锦衣尼：你的根基尚未打好，尚需一段时日的磨练，不要操之过急。先去野外练一练，到了<color=Red>十级<color>再来找我吧。
10216	峨嵋锦衣尼：你的五行属性不是我们水系，怎么会混到本门来的？先去问一下游戏管理员吧。
10217	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你现在可以去接出师任务。
10218	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你已经完成了40级任务。
10219	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你已经完成了30级任务。
10220	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你已经完成了20级任务。
10221	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你已经完成了10级任务。
10222	峨嵋锦衣尼：我已经把你的任务状态重新整理过了。你现在可以去接10级任务。
10223	峨嵋锦衣尼：小师妹，又下山来玩？这次要我送你回山吗？
10224	昆仑护法：好美的小妞！果然不是西北苦寒之地所能比拟，唉！
10225	昆仑护法：女流之辈就该在家相夫教子，出来舞刀弄枪的成何体统。真是世风日下啊！
10226	昆仑护法：唐门暗器，微末之技，怎与我们道法天尊亲传咒术相比！
10227	昆仑护法：呔！邪麽外道也敢出来现世，看道爷我不把你们总舵挑了！
10228	昆仑护法：天王帮虽然现在是红红火火，但由一女流带领，总有一天会把这份基业给断送了。
10229	昆仑护法：都说少林武学正宗，可惜却是舶来之物，不象我昆仑天师道术，中华正宗武技。
10230	昆仑护法：贵我两派同属道宗，又都擅长剑法，什么咱们比划比划，排个高低强弱出来。
10231	昆仑护法：外面的花花世界果然比西北苦寒之地好多了吧，要不要回去了？
10232	昆仑护法：灭绝金狗正是我辈本份，来来来吃道爷一剑！
10233	昆仑护法：一帮叫花子，就算声势再大也只是乌合之众，终究成不了什么气候。
10234	昆仑护法：自学苦练，无论如何，这份毅力本护法也不得不服啊。
10235	昆仑护法：本派非等闲能入，你先好好把入门任务完成了再说吧。
10236	昆仑护法：听说你下山后很是风光快意啊，有没有想到我们师弟师妹啊？
10237	昆仑护法：昆仑派远处西域，很少履及中原。在几代得力掌门的不断努力下，本派不断壮大，渐渐成为江湖上一大门派，雄据西域，与中原各大门派分庭抗礼。
10238	昆仑护法：就是啊，看你真是醒目，赶紧去向道一老儿说你不干了，再向我派璇玑掌门禀报就可以了。
10239	昆仑护法：原来你想入武当，也罢也罢，中原人士就是喜欢迷信名门大派。
10240	昆仑护法：本门擅长仙咒道术，比武当气功剑法胜出不止一筹。如何，要加入本派吗？
10241	昆仑护法：本派不招无用之人，你的根基尚未打好，等到了十级再来吧。
10242	昆仑护法：你的五行属性不是我们水系，怎么会混到本门来的？先去问一下游戏管理员吧。
10243	昆仑护法：我已经把你的任务状态重新整理过了。你现在可以去接出师任务。
10244	昆仑护法：我已经把你的任务状态重新整理过了。你已经完成了40级任务。
10245	昆仑护法：我已经把你的任务状态重新整理过了。你已经完成了30级任务。
10246	昆仑护法：我已经把你的任务状态重新整理过了。你已经完成了20级任务。
10247	昆仑护法：我已经把你的任务状态重新整理过了。你已经完成了10级任务。
10248	昆仑护法：我已经把你的任务状态重新整理过了。你现在可以去接10级任务。
10249	昆仑护法：外面的花花世界果然比西北苦寒之地好多了吧，要不要回去了？
10250	武师：拳谚有云：“外练筋骨皮，内练一口气”，又有“外练筋骨膜皮毛，内练意志精气神”之说，总之，习武必须内外兼修。年轻人，看你资质不错，不如跟我练上几手，入门学费只需纹银100两。
10251	武师：夏练三伏，冬练三九，练武之道，一天都不可懈怠啊！
10252	武师：轻功的学习我们现在改了新的教育方法，先让我看看你学到什么阶段了。
10253	武师：外功功力越强你的抗打能力就越强，外功的修练是在江湖上安身立命的根本。接下来你去打沙袋，注意出手的时机。
10254	武师：练拳不练功，到老一场空。等你有了足够的内功功力就能学会高深的武功了。你可以去打木人了。
10255	武师：现在我教你轻功，使用轻功可以快速逃离战场。
10256	武师：我已经没什么可教你的了，要记住勤学苦练，以后你可以随时来我这里练习。
10257	武师：夏练三伏，冬练三九，练武之道，一天都不可懈怠啊！
10258	武师：习武之道要从基本功开始，先去那边打木桩吧。
10259	武师：凑够了银子再来学艺吧。
10260	武师：没有名师指点，犹如瞎子摸门，事倍功半，有可能一辈子都无法窥得武学真境。
10261	武师：很好，你去打50个木桩练练基础吧。
10262	武师：很好，你去打50个沙袋打好基本功吧。
10263	武师：很好，你去打50个木人进一步提高自己吧。
10264	武师：原来你已经学会轻功了，那我也就没什么可教你的了。
10265	武师：你以前的学习方法好象不对，你再重新打木桩开始吧。
10266	少林罗汉：贵门以舞入武，在武学之道上另开蹊径，真神乎其技也。小僧此厢有礼了。
10267	少林罗汉：贵派清晓师太佛学精深，武艺高明，小僧名闻已久了。
10268	少林罗汉：久闻蜀中唐门化暗器为明器，将暗器上的功夫练得出神入化，方丈大师提起时也都佩服得紧。
10269	少林罗汉：贵派功夫过于阴毒狠辣，有违天和，贫僧斗胆劝你们多多修习佛经禅理，紧记慈爱祥和，化解戾气方是。
10270	少林罗汉：贵帮处处与金兵针锋相对，听闻金国正在调兵遣将对付贵帮，请各位多加小心。
10271	少林罗汉：师弟，师父又遣你下山办事？
10272	少林罗汉：请转告贵派道一真人座上，敝派方丈以下，各位首座都盼着与贵派各位再聚，共叙武学真谛。
10273	少林罗汉：贵派武学过于求成，锋芒太过必招嫉恨。行走江湖，这可是大忌啊。阿弥陀佛！
10274	少林罗汉：贵教虽受金国庇护，但江湖自有江湖规则，并不是成为金国国教就可无所忌惮了。
10275	少林罗汉：贵帮在何帮主带领下蒸蒸日上，成为中原武林中抗金的主力中坚，不愧我辈楷模。
10276	少林罗汉：自学苦练，无论如何，这份毅力贫僧佩服佩服。
10277	少林罗汉：天下武功出少林，本派武功名门正宗，本寺七千弟子皆引以为傲。
10278	少林罗汉：师兄所给你的入门任务是考验锻炼你的心志毅力，只要将之完成就可以进入本寺了。
10279	少林罗汉：原来是出师师兄，不知近来可好？
10280	少林罗汉：少林派素来被称为武林第一门派，号称中原武林的泰山北斗。少林寺僧众习武源远流长，以“少林七十二绝技”名闻天下。
10281	少林罗汉：阿弥陀佛，你只要去向贵帮杨帮主请求脱离天王帮，再向敝寺玄因方丈禀报，就可加入敝寺了。
10282	玩家：本帮武功自成一格，也未必便输于少林。我还是宁愿忠于杨帮主。
10283	少林罗汉：天王帮正红红火火，又不象本寺正处于金国领地危险之境，你作此选择也未尝不好。
10284	少林罗汉：本寺为中原各大名门正派之首，你是否也想加入本寺？
10285	少林罗汉：你的根基尚未打好，不宜过早修炼本派绝学，不如你先去打好基础，到了十级再来找小僧。
10286	少林罗汉：你的五行属性不是我们水系，怎么会混到本门来的？先去问一下游戏管理员吧。
10287	少林罗汉：我已经把你的任务状态重新整理过了。你现在可以去接出师任务。
10288	少林罗汉：我已经把你的任务状态重新整理过了。你已经完成了40级任务。
10289	少林罗汉：我已经把你的任务状态重新整理过了。你已经完成了30级任务。
10290	少林罗汉：我已经把你的任务状态重新整理过了。你已经完成了20级任务。
10291	少林罗汉：我已经把你的任务状态重新整理过了。你已经完成了10级任务。
10292	少林罗汉：我已经把你的任务状态重新整理过了。你现在可以去接10级任务。
10293	少林罗汉：师弟，师父又遣你下山办事？
10294	唐门侍卫：门主派你来是有什么吩咐吗？
10295	唐门侍卫：不好意思，因为有些人的任务状态不正确，我们正在重新为门下弟子进行检查。你要检查你的任务状态吗？如果你认为你的状态是正确的就不必检查了。
10296	唐门侍卫：贵派对本门一直颇有微词，咱们两派虽然同在蜀地，却从来没有交往。
10297	唐门侍卫：本门行事虽然不拘常规，但是也不会欺负弱质女子。
10298	唐门侍卫：你是五毒教的人吗？本门与贵教素无来往，不知有何贵干？虽然听说贵教使毒下蛊的手段天下一流，但是本门却不怕，倘若贵教有什么企图，恐怕在本门的暗器底下也讨不了好去！
10299	唐门侍卫：贵帮远在洞庭，与本门好像没有什么交情吧？
10300	唐门侍卫：本门从不与那些所谓的名门正派交往。
10301	唐门侍卫：本门从不与那些所谓的名门正派交往。
10302	唐门侍卫：有何指教？
10303	唐门侍卫：你我既不是朋友，也不是敌人，不必套什么近乎！
10304	唐门侍卫：想不到一群叫化子也能闯出一番天地，本门还是很佩服的。
10305	唐门侍卫：自学苦练，无论如何，这份毅力本门是非常佩服。
10306	唐门侍卫：你已经在竹海三关接了本门的入门任务，但是尚未完成，你必须拿到青、紫、白三柄竹杖，然后交给出口的同门。
10307	唐门侍卫：好久不见，出师以后有何奇遇啊，说来听听？
10308	唐门侍卫：本门雄踞川蜀，凭借暗器和火器独步武林，饮誉江湖达数百年之久。江湖中人谈本门而色变，可见本门的厉害！
10309	什么武林正道、民族大义，全都是狗屁！咱们只按照自己的牌理出牌，既不愿与那些所谓的名门正派结交，也不屑与邪魔歪道为伍。想加入本门可不是一件容易的事，存心不良的人咱们可不要！
10310	唐门侍卫：大好才华，却想入五毒教，着实可惜可叹。
10311	唐门侍卫：本门暗器功夫天下闻名，对机关陷阱也深有研究，你不想在这些方面一试身手吗？但是要记住，千万不可泄漏本门秘技！
10312	唐门侍卫：你的基础这么差，入了本门也难以有所作为，先去自己磨练磨练，到了<color=Red>十级<color>以后再来找我吧！
10313	唐门侍卫：你的五行属性不是我们木系，怎么会混到本门来的？先去问一下游戏管理员吧。
10314	唐门侍卫：我已经把你的任务状态重新整理过了。你现在可以去接出师任务。
10315	唐门侍卫：我已经把你的任务状态重新整理过了。你已经完成了40级任务。
10316	唐门侍卫：我已经把你的任务状态重新整理过了。你已经完成了30级任务。
10317	唐门侍卫：我已经把你的任务状态重新整理过了。你已经完成了20级任务。
