TaskID	TaskName	EventID	TaskType	CanCancel	TaskText
311	随机_杀怪_长白南冷弓	3	随机_杀怪	0	去长白山南麓杀死 24 个冷弓的任务
312	随机_杀怪_长白南霜刀	3	随机_杀怪	0	去长白山南麓杀死 24 个霜刀的任务
313	随机_杀怪_沙漠三疾雨	3	随机_杀怪	0	去沙漠山洞三杀死 24 个疾雨的任务
314	随机_杀怪_沙漠三疾炎	3	随机_杀怪	0	去沙漠山洞三杀死 24 个疾炎的任务
315	随机_杀怪_沙漠三疾羽	3	随机_杀怪	0	去沙漠山洞三杀死 24 个疾羽的任务
316	随机_杀怪_沙漠三疾风	3	随机_杀怪	0	去沙漠山洞三杀死 24 个疾风的任务
317	随机_杀怪_沙漠三疾电	3	随机_杀怪	0	去沙漠山洞三杀死 24 个疾电的任务
318	随机_杀怪_沙漠二流云	3	随机_杀怪	0	去沙漠山洞二杀死 24 个流云的任务
319	随机_杀怪_沙漠二流光	3	随机_杀怪	0	去沙漠山洞二杀死 24 个流光的任务
320	随机_杀怪_沙漠二流风	3	随机_杀怪	0	去沙漠山洞二杀死 24 个流风的任务
321	随机_杀怪_药王四髻匕	3	随机_杀怪	0	去药王洞四层杀死 24 个髻匕的任务
322	随机_杀怪_药王四穿山	3	随机_杀怪	0	去药王洞四层杀死 24 个穿山的任务
323	随机_杀怪_药王四刀客	3	随机_杀怪	0	去药王洞四层杀死 24 个刀客的任务
324	随机_杀怪_蚩尤洞黑巾	3	随机_杀怪	0	去蚩尤洞杀死 24 个黑巾的任务
325	随机_杀怪_蚩尤洞狼棒	3	随机_杀怪	0	去蚩尤洞杀死 24 个狼棒的任务
326	随机_杀怪_蚩尤洞影棍	3	随机_杀怪	0	去蚩尤洞杀死 24 个影棍的任务
327	随机_杀怪_荐菊洞刀客	3	随机_杀怪	0	去荐菊洞杀死 24 个刀客的任务
328	随机_杀怪_荐菊洞夺命镰	3	随机_杀怪	0	去荐菊洞杀死 24 个夺命镰的任务
329	随机_杀怪_荐菊洞花豹子	3	随机_杀怪	0	去荐菊洞杀死 24 个花豹子的任务
330	随机_杀怪_轩辕洞大象	3	随机_杀怪	0	去轩辕洞杀死 24 头大象的任务
331	随机_杀怪_轩辕洞黄河象	3	随机_杀怪	0	去轩辕洞杀死 24 头黄河象的任务
332	随机_杀怪_轩辕洞眼镜蛇	3	随机_杀怪	0	去轩辕洞杀死 24 条眼镜蛇的任务

501	随机_卷轴_收集丸子	4	随机_卷轴	0	收集全套PK丸给临安城门卫兵的任务
502	随机_卷轴_收集杀手锏	4	随机_卷轴	0	收集五行90级杀手锏给襄阳聂弑尘的任务
503	随机_卷轴_收集矿石	4	随机_卷轴	0	收集全套矿石给成都铁匠的任务
504	随机_卷轴_收集玫瑰花	4	随机_卷轴	0	收集九朵玫瑰花给成都礼官的任务
505	随机_卷轴_收集定国图谱	4	随机_卷轴	0	收集全套定国图谱给临安城门卫兵的任务
506	随机_卷轴_收集安邦图谱	4	随机_卷轴	0	收集全套安邦图谱给临安城门卫兵的任务
507	随机_卷轴_收集唐门技能书	4	随机_卷轴	0	收集唐门技能书给唐门管家的任务
508	随机_卷轴_收集五毒技能书	4	随机_卷轴	0	收集五毒技能书给唐门管家的任务
509	随机_卷轴_收集峨眉技能书	4	随机_卷轴	0	收集峨眉技能书给唐门管家的任务
510	随机_卷轴_收集翠烟技能书	4	随机_卷轴	0	收集翠烟技能书给唐门管家的任务
511	随机_卷轴_收集丐帮技能书	4	随机_卷轴	0	收集丐帮技能书给唐门管家的任务
512	随机_卷轴_收集天忍技能书	4	随机_卷轴	0	收集天忍技能书给唐门管家的任务
513	随机_卷轴_收集武当技能书	4	随机_卷轴	0	收集武当技能书给唐门管家的任务
514	随机_卷轴_收集昆仑技能书	4	随机_卷轴	0	收集昆仑技能书给唐门管家的任务
515	随机_卷轴_收集少林技能书	4	随机_卷轴	0	收集少林技能书给唐门管家的任务
516	随机_卷轴_收集天王技能书	4	随机_卷轴	0	收集天王技能书给唐门管家的任务
517	随机_卷轴_收集全套天煌	4	随机_卷轴	0	收集全套天煌龙器给汴京陈三宝的任务
518	随机_卷轴_收集全套金枫	4	随机_卷轴	0	收集全套金枫装备给汴京陈三宝的任务
519	随机_卷轴_收集藏宝图碎片	4	随机_卷轴	0	收集全套藏宝图碎片给丁员外的任务
520	随机_卷轴_收集定国全套	4	随机_卷轴	0	收集定国全套给临安城门卫兵的任务
521	随机_卷轴_收集侠骨全套	4	随机_卷轴	0	收集侠骨全套给临安城门卫兵的任务
522	随机_卷轴_收集柔情全套	4	随机_卷轴	0	收集柔情全套给临安城门卫兵的任务
523	随机_卷轴_收集玄铁剑	4	随机_卷轴	0	收集全套玄铁剑给扬州铁匠的任务
524	随机_卷轴_收集大风刀	4	随机_卷轴	0	收集全套大风刀给扬州铁匠的任务
525	随机_卷轴_收集金箍棒	4	随机_卷轴	0	收集全套金箍棒给扬州铁匠的任务
526	随机_卷轴_收集破天戟	4	随机_卷轴	0	收集全套破天戟给扬州铁匠的任务
527	随机_卷轴_收集破天锤	4	随机_卷轴	0	收集全套破天锤给扬州铁匠的任务
528	随机_卷轴_收集霸王镖	4	随机_卷轴	0	收集全套霸王镖给唐门管家的任务
529	随机_卷轴_收集碎月刀	4	随机_卷轴	0	收集全套碎月刀给唐门管家的任务
530	随机_卷轴_收集孔雀翎	4	随机_卷轴	0	收集全套孔雀翎给唐门管家的任务
531	随机_卷轴_收集戒指	4	随机_卷轴	0	收集全套戒指给汴京陈三宝的任务
532	随机_卷轴_收集项链	4	随机_卷轴	0	收集全套项链给龙门镇端木清的任务
533	随机_卷轴_收集护身符	4	随机_卷轴	0	收集全套护身符给汴京礼官的任务
534	随机_卷轴_收集香囊	4	随机_卷轴	0	收集全套香囊给唐门管家的任务
535	随机_卷轴_收集玉佩	4	随机_卷轴	0	收集全套玉佩给唐门管家的任务
536	随机_卷轴_收集玉镯	4	随机_卷轴	0	收集全套玉镯给唐门管家的任务
537	随机_卷轴_收集护腕	4	随机_卷轴	0	收集全套护腕给唐门管家的任务
538	随机_卷轴_收集通天发冠	4	随机_卷轴	0	收集全套通天发冠给唐门管家的任务
539	随机_卷轴_收集掩日盔	4	随机_卷轴	0	收集全套掩日盔给唐门管家的任务
540	随机_卷轴_收集白金腰带	4	随机_卷轴	0	收集全套白金腰带给唐门管家的任务
541	随机_卷轴_收集天蚕靴	4	随机_卷轴	0	收集全套天蚕靴给唐门管家的任务
542	随机_卷轴_收集飞凤靴	4	随机_卷轴	0	收集全套飞凤靴给唐门管家的任务

543	随机_卷轴_收集全套水晶	4	随机_卷轴	0	收集全套水晶给凤翔铁匠的任务
544	随机_卷轴_收集全套玄晶	4	随机_卷轴	0	收集 1至6 级玄晶给凤翔铁匠的任务
